"1992 American League Championship Series" 	43.653963 -79.387207
"Animal Adventures" 	39.7837304 -100.4458825
"Animal Adventures" 	28.5421109 -81.3790304
"Animal Adventures" 	28.0370823 -82.42126134497113
"Animal Adventures" 	28.0370823 -82.42126134497113
"Animal Adventures" 	61.2163129 -149.8948523
"Animal Adventures" 	56.974283400000004 -157.7339317395059
"Animal Adventures" 	61.5995703 -149.1110902
"Animal Adventures" 	28.0370823 -82.42126134497113
"Animal Adventures" 	58.6929377 -156.667593
"Animal Adventures" 	27.9477595 -82.458444
"Animal Adventures" 	28.0370823 -82.42126134497113
"Animal Adventures" 	59.86869725 -150.02532361219178
"Animal Adventures" 	28.0370823 -82.42126134497113
"Animal Adventures" 	26.9297836 -82.0453664
"Animal Adventures" 	28.0370823 -82.42126134497113
"Animal Adventures" 	39.7837304 -100.4458825
"Animal Adventures" 	48.0679255 -114.09666640516207
"Animal Adventures" 	28.0370823 -82.42126134497113
"Animal Adventures" 	-19.3071766 23.186868947839166
"Animal Adventures" 	28.0370823 -82.42126134497113
"Animal Adventures" 	40.1578403 -83.0751869
"Animal Adventures" 	39.7837304 -100.4458825
"Animal Adventures" 	28.0370823 -82.42126134497113
"Animal Adventures" 	25.7742658 -80.1936589
"Animal Adventures" 	28.0370823 -82.42126134497113
"Animal Adventures" 	28.0370823 -82.42126134497113
"Animal Adventures" 	-28.8166236 24.991639
"Animal Adventures" 	28.0370823 -82.42126134497113
"Animal Adventures" 	48.2022563 -114.3167117
"Animal Adventures" 	28.0370823 -82.42126134497113
"Animal Adventures" 	29.9499323 -90.0701156
"Animal Adventures" 	28.0370823 -82.42126134497113
"Animal Adventures" 	45.6794293 -111.0440474
"Animal Adventures" 	44.6200885 -110.56075745943113
"Animal Adventures" 	28.0370823 -82.42126134497113
"Animal Adventures" 	28.0370823 -82.42126134497113
"Animal Adventures" 	39.8520167 -81.6576272
"Animal Adventures" 	28.0370823 -82.42126134497113
"Animal Adventures" 	64.4459613 -149.680909
"Animal Adventures" 	32.7174209 -117.1627714
"Animal Adventures" 	33.078597 -116.6023154
"Animal Adventures" 	28.0370823 -82.42126134497113
"Animal Adventures" 	28.0370823 -82.42126134497113
"Animal Adventures" 	28.5421109 -81.3790304
"Animal Adventures" 	28.0370823 -82.42126134497113
"Animal Adventures" 	43.1700264 -107.5685348
"Animal Adventures" 	45.1857782 -109.2468193
"Animal Adventures" 	58.6929377 -156.667593
"Animal Adventures" 	38.6268039 -90.1994097
"Animal Adventures" 	38.5025537 -90.6279044
"Animal Adventures" 	28.0370823 -82.42126134497113
